,name,doi,pdf_link,brat_link,pdfminer_link,html_link,doi_link,Deposition Number(s),Space Group,Cell,element,info.source,info.formula,info.natoms,info.pld,info.lcd,info.density,inputs.pbe.theory,inputs.pbe.pseudopotentials,inputs.pbe.encut,inputs.pbe.kpoints,inputs.pbe.gamma,inputs.pbe.spin,outputs.pbe.energy_total,outputs.pbe.energy_vdw,outputs.pbe.energy_elec,outputs.pbe.bandgap,outputs.pbe.directgap,outputs.pbe.cbm,outputs.pbe.vbm,outputs.pbe.net_magmom
504,ISUGIN,c0ce00848f,http://d.sunie.top:9009/material/convert/core_qmof_pdf/c0ce00848f.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/c0ce00848f,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/c0ce00848f.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/c0ce00848f.html,http://dx.doi.org/10.1039/c0ce00848f,801417.0,R 3 c (167),"a 17.0151(3)Å b 17.0151(3)Å c 56.2326(17)Å, α 90° β 90° γ 120°",,CSD,Gd18C144H74N24O76,336,2.85186,6.03691,2.1944623938659924,PBE-D3BJ,"['Gd_3 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-2528.44500024,-29.10004,-2499.34496024,2.9004060000000003,True,1.967189,-0.933217,0.0
505,ITIPAE,j.electacta.2016.08.069,http://d.sunie.top:9009/material/convert/core_qmof_pdf/j.electacta.2016.08.069.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/j.electacta.2016.08.069,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/j.electacta.2016.08.069.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/j.electacta.2016.08.069.html,http://dx.doi.org/10.1016/j.electacta.2016.08.069,1033928.0,P 21/c (14),"a 11.418(2)Å b 10.037(2)Å c 18.546(5)Å, α 90° β 126.68(2)° γ 90°",,CSD,Zn12C24H24O48,108,3.60438,4.84382,1.845749611414213,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-670.59553966,-7.85526,-662.7402796599999,4.505496,False,2.106363,-2.399133,0.0
506,IVARUT,j.molstruc.2011.05.013,http://d.sunie.top:9009/material/convert/core_qmof_pdf/j.molstruc.2011.05.013.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/j.molstruc.2011.05.013,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/j.molstruc.2011.05.013.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/j.molstruc.2011.05.013.html,http://dx.doi.org/10.1016/j.molstruc.2011.05.013,817378.0,P 1 (2),"a 11.3356(15)Å b 12.1513(16)Å c 12.8611(17)Å, α 87.543(1)° β 68.761(1)° γ 71.799(1)°",,CSD,Cd2C56H64N8O8,138,2.14424,3.58222,1.3516310318831564,PBE-D3BJ,"['Cd 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 1, 1]",True,False,-873.02169698,-9.1481,-863.87359698,2.765383,False,1.909414,-0.855969,0.0
507,IVIXIW,j.cnki.0254-5861.2011-1040,http://d.sunie.top:9009/material/convert/core_qmof_pdf/j.cnki.0254-5861.2011-1040.pdf,not_exist,not_exist,http://d.sunie.top:9009/material/convert/core_qmof_html/j.cnki.0254-5861.2011-1040.html,http://dx.doi.org/10.14102/j.cnki.0254-5861.2011-1040,1421586.0,P 1 (2),"a 3.8083(18)Å b 12.476(6)Å c 13.090(6)Å, α 76.757(5)° β 84.649(5)° γ 86.809(5)°",,CSD,Ag2C26H18N4O4,54,2.38418,2.89369,1.9564255824246928,PBE-D3BJ,"['Ag 02Apr2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[5, 1, 1]",True,False,-367.62131199,-5.17048,-362.45083199,1.319775,True,1.992175,0.6724,0.0
508,IVUVIG,j.jssc.2016.09.011,http://d.sunie.top:9009/material/convert/core_qmof_pdf/j.jssc.2016.09.011.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/j.jssc.2016.09.011,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/j.jssc.2016.09.011.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/j.jssc.2016.09.011.html,http://dx.doi.org/10.1016/j.jssc.2016.09.011,1046360.0,P 1 (2),"a 11.038(2)Å b 11.249(2)Å c 16.132(3)Å, α 75.24(3)° β 82.80(3)° γ 75.26(3)°",,CSD,Sm4C56H48N8O32,148,2.5328,4.50006,1.7477893448074138,PBE-D3BJ,"['Sm_3 07Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-1024.32795479,-10.7849,-1013.54305479,1.56605,False,0.721752,-0.844298,0.0
509,IXODUV,ic1025087,http://d.sunie.top:9009/material/convert/core_qmof_pdf/ic1025087.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/ic1025087,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/ic1025087.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/ic1025087.html,http://dx.doi.org/10.1021/ic1025087,843298.0,P 21 21 21 (19),"a 6.8050(3)Å b 13.9793(7)Å c 15.9447(8)Å, α 90° β 90° γ 90°",,CSD,V4C56H48O20,128,1.66618,3.08537,1.3647545329438844,PBE-D3BJ,"['V_sv 02Aug2007', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[3, 1, 1]",True,True,-874.94711225,-8.82984,-866.11727225,0.344495,True,0.49457,0.150075,2.0
510,IXOFEH,ic1025087,http://d.sunie.top:9009/material/convert/core_qmof_pdf/ic1025087.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/ic1025087,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/ic1025087.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/ic1025087.html,http://dx.doi.org/10.1021/ic1025087,843300.0,P 21 21 21 (19),"a 6.7884(7)Å b 13.2305(13)Å c 16.6357(16)Å, α 90° β 90° γ 90°",,CSD,V4C32H16O20,72,6.60534,6.95711,1.0247117993069066,PBE-D3BJ,"['V_sv 02Aug2007', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[4, 2, 1]",True,True,-540.09516507,-4.54437,-535.55079507,0.77079,True,-0.788965,-1.559755,0.0
511,IXUWOO,c1cc10411j,http://d.sunie.top:9009/material/convert/core_qmof_pdf/c1cc10411j.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/c1cc10411j,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/c1cc10411j.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/c1cc10411j.html,http://dx.doi.org/10.1039/c1cc10411j,764789.0,C 2/c (15),"a 22.162(2)Å b 20.532(2)Å c 16.1364(15)Å, α 90° β 95.937(2)° γ 90°",,CSD,Co4C120H80N16O24,244,3.07097,6.64787,1.0848299318120214,PBE-D3BJ,"['Co 02Aug2007', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,True,-1717.07726496,-16.37022,-1700.70704496,0.600568,True,0.169642,-0.430926,12.0
512,IYASOS,15533174.2016.1149721,http://d.sunie.top:9009/material/convert/core_qmof_pdf/15533174.2016.1149721.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/15533174.2016.1149721,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/15533174.2016.1149721.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/15533174.2016.1149721.html,http://dx.doi.org/10.1080/15533174.2016.1149721,1047033.0,P 21/n (14),"a 10.4993(3)Å b 16.9416(5)Å c 12.3346(4)Å, α 90.00° β 100.516(3)° γ 90.00°",,CSD,Cd6C60H60N16O32,174,1.20629,4.85504,1.725574944343624,PBE-D3BJ,"['Cd 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 1, 1]",True,False,-1143.86159173,-12.4301,-1131.43149173,2.957139,True,1.793191,-1.163948,0.0
513,IYAZAL,15533174.2016.1158187,http://d.sunie.top:9009/material/convert/core_qmof_pdf/15533174.2016.1158187.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/15533174.2016.1158187,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/15533174.2016.1158187.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/15533174.2016.1158187.html,http://dx.doi.org/10.1080/15533174.2016.1158187,1046511.0,P 21/c (14),"a 14.0147(4)Å b 18.3152(5)Å c 7.8630(3)Å, α 90.00° β 105.464(4)° γ 90.00°",,CSD,Cd6C60H44O32,142,3.11908,3.92896,1.7368229055365667,PBE-D3BJ,"['Cd 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[3, 1, 1]",True,False,-945.92953478,-10.79008,-935.13945478,2.83576,True,1.228302,-1.607458,0.0
514,IYEQUA,c6ce01607c,http://d.sunie.top:9009/material/convert/core_qmof_pdf/c6ce01607c.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/c6ce01607c,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/c6ce01607c.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/c6ce01607c.html,http://dx.doi.org/10.1039/C6CE01607C,1445623.0,P b c n (60),"a 17.6907(5)Å b 16.1672(4)Å c 16.8283(4)Å, α 90.00° β 90.00° γ 90.00°",,CSD,Cd8C144H208N32O32,424,2.00518,3.29929,1.4300093594797152,PBE-D3BJ,"['Cd 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,False,-2595.06618991,-26.37107,-2568.69511991,4.085456,True,3.002963,-1.082493,0.0
515,IYIGEC,ejic.200300813,http://d.sunie.top:9009/material/convert/core_qmof_pdf/ejic.200300813.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/ejic.200300813,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/ejic.200300813.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/ejic.200300813.html,http://dx.doi.org/10.1002/ejic.200300813,200971.0,I 41/a (88),"a 23.1184(5)Å b 23.1184(5)Å c 6.7338(2)Å, α 90° β 90° γ 90°",,CSD,Ag8C44H88N16O24S8,188,2.1357,2.54269,2.2813029136679,PBE-D3BJ,"['Ag 02Apr2005', 'H 15Jun2001', 'C 08Apr2002', 'S 06Sep2000', 'N 08Apr2002', 'O 08Apr2002']",520,"[3, 1, 1]",True,False,-1080.12780296,-17.0498,-1063.07800296,3.587095,False,4.781166,1.194071,0.0
516,IYOBAA,c1cc12691a,http://d.sunie.top:9009/material/convert/core_qmof_pdf/c1cc12691a.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/c1cc12691a,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/c1cc12691a.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/c1cc12691a.html,http://dx.doi.org/10.1039/c1cc12691a,824343.0,C 2/c (15),"a 37.3848(11)Å b 9.3228(13)Å c 30.230(2)Å, α 90° β 128.195(3)° γ 90°",,CSD,Cu12W4Br4C108H84N28O4S12,256,5.06007,7.18245,1.6480590473890782,PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'W_sv 04Sep2015', 'C 08Apr2002', 'S 06Sep2000', 'Br 06Sep2000', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 1, 1]",True,False,-1727.9526859,-22.23717,-1705.7155159,2.101453,False,1.707515,-0.393938,0.0
517,IZEBEV,j.inoche.2011.03.050,http://d.sunie.top:9009/material/convert/core_qmof_pdf/j.inoche.2011.03.050.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/j.inoche.2011.03.050,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/j.inoche.2011.03.050.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/j.inoche.2011.03.050.html,http://dx.doi.org/10.1016/j.inoche.2011.03.050,802676.0,P 21/c (14),"a 14.465(6)Å b 17.773(8)Å c 6.770(3)Å, α 90° β 91.276(8)° γ 90°",,CSD,Cd6C64H44O32,146,3.4387,3.91766,1.9026789901461665,PBE-D3BJ,"['Cd 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[3, 1, 1]",True,False,-979.22058398,-12.12202,-967.09856398,2.729306,False,1.875883,-0.853423,0.0
518,IZUMUM,ic200560b,http://d.sunie.top:9009/material/convert/core_qmof_pdf/ic200560b.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/ic200560b,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/ic200560b.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/ic200560b.html,http://dx.doi.org/10.1021/ic200560b,817663.0,I 41/a (88),"a 15.298(1)Å b 15.298(1)Å c 22.517(3)Å, α 90° β 90° γ 90°",,CSD,Cu8C56H56N40O16,176,4.37005,5.01016,1.3128624429063729,PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[1, 1, 1]",True,True,-1197.76247965,-12.259,-1185.50347965,0.435513,True,-0.607664,-1.043177,2.0
519,JADJOQ,s0022476615050261,http://d.sunie.top:9009/material/convert/core_qmof_pdf/s0022476615050261.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/s0022476615050261,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/s0022476615050261.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/s0022476615050261.html,http://dx.doi.org/10.1134/S0022476615050261,1063687.0,P 21 21 21 (19),"a 10.32871(18)Å b 11.7366(2)Å c 20.3354(3)Å, α 90° β 90° γ 90°",,CSD,Zn8C96H108N4O40,256,0.89692,2.26631,1.6624264178255668,PBE-D3BJ,"['Zn 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 1, 1]",True,False,-1605.46074591,-18.91124,-1586.54950591,2.626873,True,2.044749,-0.582124,0.0
520,JALPAQ,00958972.2015.1110239,http://d.sunie.top:9009/material/convert/core_qmof_pdf/00958972.2015.1110239.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/00958972.2015.1110239,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/00958972.2015.1110239.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/00958972.2015.1110239.html,http://dx.doi.org/10.1080/00958972.2015.1110239,1052986.0,P c c n (56),"a 20.124(2)Å b 7.0312(7)Å c 17.2274(19)Å, α 90.00° β 90.00° γ 90.00°",,CSD,Cu8C104H56N8O32,208,2.59082,3.63236,1.6471190633898372,PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[3, 1, 1]",True,True,-1470.39358391,-18.09923,-1452.29435391,0.902551,True,0.792266,-0.110285,6.0
521,JIVFUQ,ic701628f,http://d.sunie.top:9009/material/convert/core_qmof_pdf/ic701628f.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/ic701628f,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/ic701628f.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/ic701628f.html,http://dx.doi.org/10.1021/ic701628f,677891.0,C 2/c (15),"a 15.530(3)Å b 14.008(3)Å c 9.1571(18)Å, α 90° β 103.94(3)° γ 90°",,CSD,Zn2C12H12O16P4,46,5.18185,6.17017,1.131778043828768,PBE-D3BJ,"['Zn 06Sep2000', 'P 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[3, 2, 2]",True,False,-300.61243708,-2.9527,-297.65973708,2.676089,False,0.674358,-2.001731,0.0
522,JOCPIB,ja078074z,http://d.sunie.top:9009/material/convert/core_qmof_pdf/ja078074z.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/ja078074z,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/ja078074z.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/ja078074z.html,http://dx.doi.org/10.1021/ja078074z,653015.0,I 41 m d (109),"a 20.8241(17)Å b 20.8241(17)Å c 10.0010(8)Å, α 90° β 90° γ 90°",,CSD,Cu8C64F16H32N32O16,168,2.59207,3.37222,1.7485326346178092,PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002', 'F 08Apr2002']",520,"[2, 1, 1]",True,True,-1163.99761277,-13.1448,-1150.85281277,0.1480679999999999,True,0.470394,0.322326,2.0
523,JOFKIA,c3ce42087f,http://d.sunie.top:9009/material/convert/core_qmof_pdf/c3ce42087f.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/c3ce42087f,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/c3ce42087f.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/c3ce42087f.html,http://dx.doi.org/10.1039/C3CE42087F,963169.0,R 3 (148),"a 21.5760(4)Å b 21.5760(4)Å c 8.9043(4)Å, α 90.00° β 90.00° γ 120.00°",,CSD,Cu6C18H24N24O18,90,5.25991,6.42905,1.8337330029401884,PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 1, 1]",True,True,-602.91233671,-7.43689,-595.47544671,0.696497,True,0.13334,-0.563157,0.0
524,JOFKIA01,not_exist,,,,,not_exist,,,,,CSD,Cu6C18H24N24O18,90,5.27329,6.46457,1.8328651919564705,PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[2, 1, 1]",True,True,-602.90150019,-7.43508,-595.46642019,0.672569,True,0.124216,-0.548353,0.0
525,JOGBIR,ja803021v,http://d.sunie.top:9009/material/convert/core_qmof_pdf/ja803021v.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/ja803021v,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/ja803021v.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/ja803021v.html,http://dx.doi.org/10.1021/ja803021v,703171.0,P 3 (143),"a 15.2582(18)Å b 15.2582(18)Å c 6.6579(9)Å, α 90° β 90° γ 120°",,CSD,Cu8Br8C33H60N6,115,1.88937,3.9768,2.2045258744200176,PBE-D3BJ,"['Cu 22Jun2005', 'H 15Jun2001', 'C 08Apr2002', 'Br 06Sep2000', 'N 08Apr2002']",520,"[3, 1, 1]",True,False,-621.83530282,-10.67283,-611.1624728200001,2.1364650000000003,True,2.806277,0.669812,0.0
526,JOJMEB,cg800029z,http://d.sunie.top:9009/material/convert/core_qmof_pdf/cg800029z.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/cg800029z,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/cg800029z.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/cg800029z.html,http://dx.doi.org/10.1021/cg800029z,683145.0,C 2/c (15),"a 17.3951(9)Å b 7.2453(3)Å c 15.2827(9)Å, α 90° β 117.7440(10)° γ 90°",,CSD,Th2C24H16N8O20,70,0.90252,2.09566,2.6919060082257955,PBE-D3BJ,"['Th 07Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[3, 2, 1]",True,False,-515.84465462,-6.84449,-509.00016462,2.032217,False,2.38198,0.349763,0.0
527,JOSNAG,ic980014u,http://d.sunie.top:9009/material/convert/core_qmof_pdf/ic980014u.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/ic980014u,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/ic980014u.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/ic980014u.html,http://dx.doi.org/10.1021/ic980014u,1189186.0,P 1 (2),"a 9.239(2)Å b 9.790(2)Å c 10.709(1)Å, α 68.04(2)° β 84.49(1)° γ 62.01(1)°",,CSD,La2C18H32O16,68,2.23448,3.09407,1.787361966327622,PBE-D3BJ,"['La 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-422.26817907,-4.2847,-417.98347907,4.5693470000000005,False,3.297816,-1.271531,0.0
528,JOSNAG01,ncrs.2001.216.14.373,http://d.sunie.top:9009/material/convert/core_qmof_pdf/ncrs.2001.216.14.373.pdf,not_exist,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/ncrs.2001.216.14.373.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/ncrs.2001.216.14.373.html,http://dx.doi.org/10.1524/ncrs.2001.216.14.373,186054.0,P 1 (2),"a 9.2490(10)Å b 9.8070(10)Å c 10.7300(10)Å, α 68.000(10)° β 84.470(10)° γ 62.050(10)°",catena-((μ4-Adipato)-bis(μ3-adipato)-tetra-aqua-di-lanthanum hexahydrate),CSD,La2C18H32O16,68,2.21258,3.09194,1.7904854726628447,PBE-D3BJ,"['La 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 2]",False,False,-422.26793942,-4.29182,-417.97611942,4.562824,False,3.301416,-1.261408,0.0
529,JOYKUF,nature14327,http://d.sunie.top:9009/material/convert/core_qmof_pdf/nature14327.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/nature14327,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/nature14327.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/nature14327.html,http://dx.doi.org/10.1038/nature14327,994498.0,P 32 2 1 (154),"a 21.68188(39)Å b 21.68188(39)Å c 7.07940(12)Å, α 90° β 90° γ 120°",,CSD,Mn6C72H90N12O30,210,9.78205,9.93057,1.1262990316929242,PBE-D3BJ,"['Mn_pv 02Aug2007', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[3, 1, 1]",True,True,-1366.97600732,-14.94441,-1352.03159732,1.006802,False,1.356548,0.349746,30.0
530,JUFREJ,c4dt03797a,http://d.sunie.top:9009/material/convert/core_qmof_pdf/c4dt03797a.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/c4dt03797a,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/c4dt03797a.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/c4dt03797a.html,http://dx.doi.org/10.1039/C4DT03797A,1016550.0,P 63 (173),"a 15.8956(4)Å b 15.8956(4)Å c 7.6028(2)Å, α 90.00° β 90.00° γ 120.00°",,CSD,Gd6C36H24N18O48,132,2.19613,3.45212,2.3903355854613597,PBE-D3BJ,"['Gd_3 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'N 08Apr2002', 'O 08Apr2002']",520,"[3, 1, 1]",True,False,-949.78686372,-10.91047,-938.87639372,2.367533,False,1.384242,-0.983291,0.0
531,JUFZER,j.inoche.2015.03.019,http://d.sunie.top:9009/material/convert/core_qmof_pdf/j.inoche.2015.03.019.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/j.inoche.2015.03.019,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/j.inoche.2015.03.019.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/j.inoche.2015.03.019.html,http://dx.doi.org/10.1016/j.inoche.2015.03.019,981705.0,C 2/c (15),"a 14.1129(6)Å b 14.7903(5)Å c 21.1602(12)Å, α 90.00° β 107.645(5)° γ 90.00°",,CSD,Cd8C68H40O48,164,2.52193,4.01201,2.0190107093378,PBE-D3BJ,"['Cd 06Sep2000', 'H 15Jun2001', 'C 08Apr2002', 'O 08Apr2002']",520,"[2, 2, 1]",True,False,-1116.59189243,-13.55421,-1103.03768243,2.69121,True,1.707391,-0.983819,0.0
532,JUMCUR,j.micromeso.2015.07.038,http://d.sunie.top:9009/material/convert/core_qmof_pdf/j.micromeso.2015.07.038.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/j.micromeso.2015.07.038,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/j.micromeso.2015.07.038.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/j.micromeso.2015.07.038.html,http://dx.doi.org/10.1016/j.micromeso.2015.07.038,1036419.0,P 21 21 21 (19),"a 6.798(3)Å b 13.285(5)Å c 16.457(6)Å, α 90° β 90° γ 90°",,CSD,V4C48H52N4O20S4,132,1.24655,2.57722,1.5143752330698157,PBE-D3BJ,"['V_sv 02Aug2007', 'H 15Jun2001', 'C 08Apr2002', 'S 06Sep2000', 'N 08Apr2002', 'O 08Apr2002']",520,"[3, 1, 1]",True,True,-870.88447937,-9.80903,-861.07544937,0.979586,False,1.297771,0.318185,0.0
533,JUMDAY,j.micromeso.2015.07.038,http://d.sunie.top:9009/material/convert/core_qmof_pdf/j.micromeso.2015.07.038.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/j.micromeso.2015.07.038,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/j.micromeso.2015.07.038.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/j.micromeso.2015.07.038.html,http://dx.doi.org/10.1016/j.micromeso.2015.07.038,1036420.0,P 21 21 21 (19),"a 6.7999(4)Å b 12.7002(8)Å c 16.6802(10)Å, α 90° β 90° γ 90°",,CSD,V4C48H48O24S4,128,1.49928,2.51815,1.56121300284618,PBE-D3BJ,"['V_sv 02Aug2007', 'H 15Jun2001', 'C 08Apr2002', 'S 06Sep2000', 'O 08Apr2002']",520,"[3, 1, 1]",True,True,-848.61115507,-9.65278,-838.95837507,0.855356,True,1.34215,0.486794,0.0
534,JUMDEC,j.micromeso.2015.07.038,http://d.sunie.top:9009/material/convert/core_qmof_pdf/j.micromeso.2015.07.038.pdf,http://d.sunie.top:9020/index.xhtml#/material/convert/core_qmof_txt/j.micromeso.2015.07.038,http://d.sunie.top:9009/material/convert/core_qmof_txt_pdfminer/j.micromeso.2015.07.038.txt,http://d.sunie.top:9009/material/convert/core_qmof_html/j.micromeso.2015.07.038.html,http://dx.doi.org/10.1016/j.micromeso.2015.07.038,1036421.0,P 21 21 21 (19),"a 6.8055(7)Å b 13.4475(13)Å c 16.1809(16)Å, α 90° β 90° γ 90°",,CSD,V4C48H48O20S4,124,1.86094,3.23913,1.442509197907194,PBE-D3BJ,"['V_sv 02Aug2007', 'H 15Jun2001', 'C 08Apr2002', 'S 06Sep2000', 'O 08Apr2002']",520,"[3, 1, 1]",True,True,-823.3406285,-8.94545,-814.3951784999999,0.898517,True,0.943237,0.04472,0.0
