,name,doi_link,doi,link1
659,XINWUO,http://dx.doi.org/10.1016/j.inoche.2013.01.023,j.inoche.2013.01.023,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2013.01.023.pdf
660,XIPBOO,http://dx.doi.org/10.1021/ic7007446,ic7007446,http://sunie.top:9009/Server/material/core_qmof_pdf/ic7007446.pdf
661,XISPEW01,http://dx.doi.org/10.1039/C3CC48595A,C3CC48595A,http://sunie.top:9009/Server/material/core_qmof_pdf/C3CC48595A.pdf
662,XOKHAH,http://dx.doi.org/10.1007/s10904-008-9199-7,s10904-008-9199-7,http://sunie.top:9009/Server/material/core_qmof_pdf/s10904-008-9199-7.pdf
663,XOPMIA,http://dx.doi.org/10.1039/C4CE01783H,C4CE01783H,http://sunie.top:9009/Server/material/core_qmof_pdf/C4CE01783H.pdf
664,XOVVOU,http://dx.doi.org/10.1021/cg701164u,cg701164u,http://sunie.top:9009/Server/material/core_qmof_pdf/cg701164u.pdf
665,XOVYUD,http://dx.doi.org/10.1016/j.inoche.2009.01.008,j.inoche.2009.01.008,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2009.01.008.pdf
666,XUDNAN,http://dx.doi.org/10.1134/S1070328414110037,S1070328414110037,http://sunie.top:9009/Server/material/core_qmof_pdf/S1070328414110037.pdf
667,XUDYEC,http://dx.doi.org/10.1016/j.inoche.2015.02.017,j.inoche.2015.02.017,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2015.02.017.pdf
668,XUGDOU,http://dx.doi.org/10.1016/j.inoche.2014.08.005,j.inoche.2014.08.005,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2014.08.005.pdf
669,XUKLAS,http://dx.doi.org/10.1016/j.inoche.2014.08.012,j.inoche.2014.08.012,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2014.08.012.pdf
670,XULGUI,http://dx.doi.org/10.1016/j.jssc.2014.07.020,j.jssc.2014.07.020,http://sunie.top:9009/Server/material/core_qmof_pdf/j.jssc.2014.07.020.pdf
671,XUMNEA,http://dx.doi.org/10.1021/cg501508e,cg501508e,http://sunie.top:9009/Server/material/core_qmof_pdf/cg501508e.pdf
672,XUMVOS,http://dx.doi.org/10.1021/cg500307q,cg500307q,http://sunie.top:9009/Server/material/core_qmof_pdf/cg500307q.pdf
673,XUNHAQ,http://dx.doi.org/10.1002/anie.200906322,anie.200906322,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.200906322.pdf
674,XUYDIF,http://dx.doi.org/10.1016/j.inoche.2010.04.015,j.inoche.2010.04.015,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2010.04.015.pdf
675,XUYXAR,http://dx.doi.org/10.1039/b916984a,b916984a,http://sunie.top:9009/Server/material/core_qmof_pdf/b916984a.pdf
676,YAFGAP,http://dx.doi.org/10.1107/S1600536811042061,S1600536811042061,http://sunie.top:9009/Server/material/core_qmof_pdf/S1600536811042061.pdf
677,YAHPED,http://dx.doi.org/10.1021/ic049030j,ic049030j,http://sunie.top:9009/Server/material/core_qmof_pdf/ic049030j.pdf
678,YASPEP,http://dx.doi.org/10.1021/cg200903k,cg200903k,http://sunie.top:9009/Server/material/core_qmof_pdf/cg200903k.pdf
679,YAZWOM,http://dx.doi.org/10.1016/j.inoche.2005.09.008,j.inoche.2005.09.008,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2005.09.008.pdf
680,YERJEL,http://dx.doi.org/10.1021/jp0622381,jp0622381,http://sunie.top:9009/Server/material/core_qmof_pdf/jp0622381.pdf
681,YEZFIU,http://dx.doi.org/10.1021/ja3063138,ja3063138,http://sunie.top:9009/Server/material/core_qmof_pdf/ja3063138.pdf
682,YIXYUB,http://dx.doi.org/10.1039/C4CE00045E,C4CE00045E,http://sunie.top:9009/Server/material/core_qmof_pdf/C4CE00045E.pdf
683,YOCMAF,http://dx.doi.org/10.1107/S1600536808015961,S1600536808015961,http://sunie.top:9009/Server/material/core_qmof_pdf/S1600536808015961.pdf
684,YOCSEQ,http://dx.doi.org/10.1080/15533174.2013.797462,15533174.2013.797462,http://sunie.top:9009/Server/material/core_qmof_pdf/15533174.2013.797462.pdf
685,YOVPEG,http://dx.doi.org/10.1021/cg500975j,cg500975j,http://sunie.top:9009/Server/material/core_qmof_pdf/cg500975j.pdf
686,YOVXEO,http://dx.doi.org/10.1039/C4QI00138A,C4QI00138A,http://sunie.top:9009/Server/material/core_qmof_pdf/C4QI00138A.pdf
687,YOYWEQ,http://dx.doi.org/10.1021/cg5010616,cg5010616,http://sunie.top:9009/Server/material/core_qmof_pdf/cg5010616.pdf
688,YOZYOD,http://dx.doi.org/10.1039/C5CE00083A,C5CE00083A,http://sunie.top:9009/Server/material/core_qmof_pdf/C5CE00083A.pdf
689,YUMFES,http://dx.doi.org/10.1016/j.solidstatesciences.2007.10.031,j.solidstatesciences.2007.10.031,http://sunie.top:9009/Server/material/core_qmof_pdf/j.solidstatesciences.2007.10.031.pdf
690,YUSGID,http://dx.doi.org/10.1002/anie.201001551,anie.201001551,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.201001551.pdf
691,YUYBIF,http://dx.doi.org/10.1016/j.jssc.2016.05.005,j.jssc.2016.05.005,http://sunie.top:9009/Server/material/core_qmof_pdf/j.jssc.2016.05.005.pdf
692,ZARZAV,http://dx.doi.org/10.1021/ic101153c,ic101153c,http://sunie.top:9009/Server/material/core_qmof_pdf/ic101153c.pdf
693,ZASJAG,http://dx.doi.org/10.1021/ic101412p,ic101412p,http://sunie.top:9009/Server/material/core_qmof_pdf/ic101412p.pdf
694,ZEDROR,http://dx.doi.org/10.1039/c2ce25673h,c2ce25673h,http://sunie.top:9009/Server/material/core_qmof_pdf/c2ce25673h.pdf
695,ZEFVOX,http://dx.doi.org/10.1039/c2ce25859e,c2ce25859e,http://sunie.top:9009/Server/material/core_qmof_pdf/c2ce25859e.pdf
696,ZERQOE,http://dx.doi.org/10.1002/anie.201207808,anie.201207808,http://sunie.top:9009/Server/material/core_qmof_pdf/anie.201207808.pdf
697,ZEXKUK,http://dx.doi.org/10.1021/cg301306m,cg301306m,http://sunie.top:9009/Server/material/core_qmof_pdf/cg301306m.pdf
698,ZIDVAL,http://dx.doi.org/10.1016/j.inoche.2013.05.006,j.inoche.2013.05.006,http://sunie.top:9009/Server/material/core_qmof_pdf/j.inoche.2013.05.006.pdf
699,ZIWMEZ,http://dx.doi.org/10.1039/C3QI00061C,C3QI00061C,http://sunie.top:9009/Server/material/core_qmof_pdf/C3QI00061C.pdf
700,ZOHBUV,http://dx.doi.org/10.1039/C4CE00417E,C4CE00417E,http://sunie.top:9009/Server/material/core_qmof_pdf/C4CE00417E.pdf
701,ZOZHON,http://dx.doi.org/10.1021/ic5021302,ic5021302,http://sunie.top:9009/Server/material/core_qmof_pdf/ic5021302.pdf
702,ZOZSEO,http://dx.doi.org/10.1016/j.jssc.2014.05.022,j.jssc.2014.05.022,http://sunie.top:9009/Server/material/core_qmof_pdf/j.jssc.2014.05.022.pdf
703,ZURLAB,http://dx.doi.org/10.1071/CH14159,CH14159,http://sunie.top:9009/Server/material/core_qmof_pdf/CH14159.pdf
